"","subject_nr","target","response_time","famsize","LogBf"
"18516",135,"laughing",441,"L",8.34
"18517",135,"peaking",734,"S",6.3
"18518",135,"strangeness",463,"S",7.98
"18519",135,"design",577,"S",8.1
"18520",135,"listener",480,"S",8.03
"18521",135,"hugely",595,"S",7.56
"18522",135,"avoidable",476,"S",7.68
"18523",135,"renter",727,"L",7.43
"18524",135,"chilly",542,"S",6.19
"18525",135,"speller",418,"L",6.66
"18526",135,"guilty",475,"S",7.36
"18527",135,"campaigner",530,"S",7.6
"18528",135,"attacker",448,"S",8.13
"18529",135,"tutoring",478,"S",6.212606096
"18530",135,"angelic",511,"S",6.34
"18531",135,"teacher",430,"S",8.64
"18532",135,"jumping",495,"L",7.24
"18533",135,"dullness",685,"S",6.56
"18534",135,"boldness",448,"S",5.94
"18535",135,"detectable",455,"S",6.89
"18536",135,"sailor",462,"L",6.61
"18537",135,"lender",445,"S",6.22
"18538",135,"bossy",503,"S",6.31
"18539",136,"neatly",513,"S",6.83
"18540",136,"allowance",506,"S",8.52
"18541",136,"quietly",487,"L",7.9
"18542",136,"guarding",615,"L",7.62
"18543",136,"shapely",585,"L",7.55
"18544",136,"singer",597,"S",7.69
"18545",136,"creamy",633,"L",6.67
"18546",136,"heater",599,"L",7.97
"18547",136,"stylish",516,"L",7.66
"18548",136,"wrongly",483,"L",8.17
"18549",136,"magical",499,"S",6.92
"18550",136,"jailer",746,"S",6.52
"18551",136,"insistent",644,"S",7.4
"18552",136,"hunter",501,"L",7.47
"18553",136,"destroyer",486,"S",7.55
"18554",136,"guileless",668,"L",4.11
"18555",136,"avoidable",683,"S",7.68
"18556",136,"noticeable",494,"S",8.14
"18557",136,"guilty",475,"S",7.36
"18558",136,"design",471,"S",8.1
"18559",136,"barker",711,"L",5.96
"18560",136,"teacher",486,"S",8.64
"18561",136,"chilly",595,"S",6.19
"18562",136,"collector",482,"L",8.08
"18563",136,"bomber",7096,"L",7.1
"18564",136,"seeker",511,"S",7.68
"18565",136,"planner",479,"S",8.61
"18566",136,"dryness",570,"L",7.77
"18567",136,"risky",678,"S",7.51
"18568",136,"deafness",511,"L",5.67
"18569",136,"richness",708,"S",7.96
"18570",136,"weedy",741,"L",6.59
"18571",136,"strangeness",640,"S",7.98
"18572",136,"professor",525,"L",8.18
"18573",136,"angelic",596,"S",6.34
"18574",136,"hugely",619,"S",7.56
"18575",136,"shameful",449,"L",6.9
"18576",136,"enjoyment",616,"S",7.93
"18577",136,"awareness",545,"S",7.78
"18578",136,"composer",564,"L",7.08
"18579",136,"madness",551,"L",7.17
"18580",136,"speller",542,"L",6.66
"18581",136,"harmless",610,"S",7
"18582",136,"knocker",478,"L",7.01
"18583",136,"bearded",490,"S",6.36
"18584",136,"excitement",620,"L",7.56
"18585",136,"widowed",491,"S",6.21
"18586",136,"lender",418,"S",6.22
"18587",136,"mossy",447,"S",5
"18588",136,"pusher",393,"L",7.83
"18589",136,"grimly",654,"S",6.31
"18590",136,"sailor",490,"L",6.61
"18591",136,"painter",420,"L",8.21
"18592",136,"flexible",469,"L",6.5
"18593",136,"campaigner",655,"S",7.6
"18594",136,"puncher",547,"L",5.78
"18595",136,"densely",569,"S",6.48
"18596",136,"cloudless",569,"L",7.07
"18597",136,"thruster",549,"S",6.37
"18598",136,"laughing",421,"L",8.34
"18599",136,"verbal",546,"L",6.05
"18600",136,"amazement",464,"S",6.78
"18601",136,"amusement",608,"S",6.75
"18602",136,"toaster",468,"S",5.83
"18603",136,"dancer",484,"L",7.6
"18604",136,"blindness",495,"L",6.93
"18605",136,"costly",414,"S",8.35
"18606",136,"parking",412,"L",7.57
"18607",136,"conductor",433,"L",6.99
"18608",136,"effortless",412,"S",7.81
"18609",136,"listener",393,"S",8.03
"18610",136,"dreamer",468,"L",7.75
"18611",136,"bossy",573,"S",6.31
"18612",136,"attacker",424,"S",8.13
"18613",136,"bootless",461,"L",6.85
"18614",136,"detectable",570,"S",6.89
"18615",136,"tutoring",599,"S",6.212606096
"18616",136,"jumping",398,"L",7.24
"18617",136,"dampish",636,"L",6.43
"18618",136,"doubtful",581,"L",8.33
"18619",136,"boneless",578,"L",7.31
"18620",136,"dullness",532,"S",6.56
"18621",136,"editor",572,"L",7.17
"18622",136,"faithful",466,"L",7.19
"18623",136,"mildness",546,"S",6.52
"18624",136,"cleaner",440,"L",7.96
"18625",136,"renter",512,"L",7.43
"18626",136,"raider",501,"S",6.22
"18627",136,"boldness",533,"S",5.94
"18628",136,"dietary",450,"S",7.07
"18629",136,"kicking",475,"L",6.92
"18630",136,"striker",405,"L",8.14
"18631",136,"locally",398,"S",8.41
"18632",136,"peaking",488,"S",6.3
"18633",136,"cooling",545,"L",7.27
"18634",136,"swimmer",424,"L",7.04
"18635",136,"tossing",468,"S",6.01
"18636",136,"buyer",492,"S",8.39
"18637",136,"locker",449,"L",7.41
"18638",136,"feeder",419,"L",7.94
"18639",137,"raider",819,"S",6.22
"18640",137,"collector",644,"L",8.08
"18641",137,"dietary",666,"S",7.07
"18642",137,"composer",587,"L",7.08
"18643",137,"weedy",907,"L",6.59
"18644",137,"bootless",536,"L",6.85
"18645",137,"striker",574,"L",8.14
"18646",137,"insistent",713,"S",7.4
"18647",137,"planner",503,"S",8.61
"18648",137,"parking",645,"L",7.57
"18649",137,"richness",763,"S",7.96
"18650",137,"renter",800,"L",7.43
"18651",137,"blindness",619,"L",6.93
"18652",137,"bomber",821,"L",7.1
"18653",137,"detectable",823,"S",6.89
"18654",137,"painter",534,"L",8.21
"18655",137,"wrongly",858,"L",8.17
"18656",137,"boneless",651,"L",7.31
"18657",137,"magical",710,"S",6.92
"18658",137,"dullness",658,"S",6.56
"18659",137,"guileless",798,"L",4.11
"18660",137,"professor",487,"L",8.18
"18661",137,"shameful",602,"L",6.9
"18662",137,"widowed",686,"S",6.21
"18663",137,"seeker",624,"S",7.68
"18664",137,"heater",834,"L",7.97
"18665",137,"mossy",601,"S",5
"18666",137,"laughing",684,"L",8.34
"18667",137,"flexible",625,"L",6.5
"18668",137,"effortless",576,"S",7.81
"18669",137,"boldness",566,"S",5.94
"18670",137,"avoidable",787,"S",7.68
"18671",137,"editor",629,"L",7.17
"18672",137,"campaigner",931,"S",7.6
"18673",137,"guilty",521,"S",7.36
"18674",137,"sailor",728,"L",6.61
"18675",137,"dryness",779,"L",7.77
"18676",137,"chilly",562,"S",6.19
"18677",137,"dancer",614,"L",7.6
"18678",137,"locker",599,"L",7.41
"18679",137,"faithful",605,"L",7.19
"18680",137,"tutoring",724,"S",6.212606096
"18681",137,"neatly",909,"S",6.83
"18682",137,"risky",500,"S",7.51
"18683",137,"buyer",528,"S",8.39
"18684",137,"puncher",668,"L",5.78
"18685",137,"madness",747,"L",7.17
"18686",137,"destroyer",493,"S",7.55
"18687",137,"feeder",513,"L",7.94
"18688",137,"barker",906,"L",5.96
"18689",137,"allowance",845,"S",8.52
"18690",137,"angelic",673,"S",6.34
"18691",137,"singer",567,"S",7.69
"18692",137,"dreamer",619,"L",7.75
"18693",137,"deafness",991,"L",5.67
"18694",137,"densely",704,"S",6.48
"18695",137,"thruster",712,"S",6.37
"18696",137,"costly",613,"S",8.35
"18697",137,"quietly",517,"L",7.9
"18698",137,"verbal",936,"L",6.05
"18699",137,"listener",548,"S",8.03
"18700",137,"harmless",805,"S",7
"18701",137,"shapely",756,"L",7.55
"18702",137,"lender",609,"S",6.22
"18703",137,"cleaner",639,"L",7.96
"18704",137,"design",666,"S",8.1
"18705",137,"locally",588,"S",8.41
"18706",137,"teacher",626,"S",8.64
"18707",137,"jumping",993,"L",7.24
"18708",137,"doubtful",611,"L",8.33
"18709",137,"toaster",541,"S",5.83
"18710",137,"strangeness",595,"S",7.98
"18711",137,"bearded",649,"S",6.36
"18712",137,"stylish",10505,"L",7.66
"18713",137,"swimmer",588,"L",7.04
"18714",137,"hunter",554,"L",7.47
"18715",137,"noticeable",722,"S",8.14
"18716",137,"hugely",989,"S",7.56
"18717",137,"creamy",548,"L",6.67
"18718",137,"pusher",587,"L",7.83
"18719",137,"tossing",805,"S",6.01
"18720",137,"attacker",630,"S",8.13
"18721",137,"amazement",685,"S",6.78
"18722",137,"jailer",825,"S",6.52
"18723",137,"guarding",602,"L",7.62
"18724",137,"awareness",551,"S",7.78
"18725",137,"mildness",638,"S",6.52
"18726",137,"peaking",638,"S",6.3
"18727",137,"cloudless",957,"L",7.07
"18728",137,"enjoyment",604,"S",7.93
"18729",137,"grimly",824,"S",6.31
"18730",137,"dampish",972,"L",6.43
"18731",137,"bossy",648,"S",6.31
"18732",137,"cooling",604,"L",7.27
"18733",137,"excitement",567,"L",7.56
"18734",137,"kicking",614,"L",6.92
"18735",137,"amusement",566,"S",6.75
"18736",137,"conductor",676,"L",6.99
"18737",137,"speller",589,"L",6.66
"18738",137,"knocker",585,"L",7.01
"18739",138,"singer",989,"S",7.69
"18740",138,"design",458,"S",8.1
"18741",138,"bomber",496,"L",7.1
"18742",138,"risky",529,"S",7.51
"18743",138,"dreamer",484,"L",7.75
"18744",138,"barker",489,"L",5.96
"18745",138,"hugely",592,"S",7.56
"18746",138,"richness",536,"S",7.96
"18747",138,"shapely",841,"L",7.55
"18748",138,"destroyer",797,"S",7.55
"18749",138,"conductor",941,"L",6.99
"18750",138,"guilty",493,"S",7.36
"18751",138,"guileless",606,"L",4.11
"18752",138,"thruster",597,"S",6.37
"18753",138,"attacker",976,"S",8.13
"18754",138,"mildness",693,"S",6.52
"18755",138,"amazement",671,"S",6.78
"18756",138,"dietary",880,"S",7.07
"18757",138,"listener",514,"S",8.03
"18758",138,"doubtful",654,"L",8.33
"18759",138,"chilly",704,"S",6.19
"18760",138,"dancer",523,"L",7.6
"18761",138,"mossy",474,"S",5
"18762",138,"widowed",811,"S",6.21
"18763",138,"stylish",636,"L",7.66
"18764",138,"insistent",747,"S",7.4
"18765",138,"campaigner",829,"S",7.6
"18766",138,"editor",590,"L",7.17
"18767",138,"jumping",523,"L",7.24
"18768",138,"costly",642,"S",8.35
"18769",138,"cloudless",683,"L",7.07
"18770",138,"weedy",624,"L",6.59
"18771",138,"boneless",691,"L",7.31
"18772",138,"flexible",604,"L",6.5
"18773",138,"dryness",627,"L",7.77
"18774",138,"neatly",611,"S",6.83
"18775",138,"parking",676,"L",7.57
"18776",138,"composer",546,"L",7.08
"18777",138,"lender",696,"S",6.22
"18778",138,"painter",471,"L",8.21
"18779",138,"seeker",718,"S",7.68
"18780",138,"madness",585,"L",7.17
"18781",138,"magical",478,"S",6.92
"18782",138,"teacher",422,"S",8.64
"18783",138,"planner",680,"S",8.61
"18784",138,"bossy",511,"S",6.31
"18785",138,"heater",526,"L",7.97
"18786",138,"speller",623,"L",6.66
"18787",138,"raider",639,"S",6.22
"18788",138,"locally",788,"S",8.41
"18789",138,"hunter",398,"L",7.47
"18790",138,"verbal",426,"L",6.05
"18791",138,"dampish",598,"L",6.43
"18792",138,"grimly",922,"S",6.31
"18793",138,"harmless",537,"S",7
"18794",138,"quietly",607,"L",7.9
"18795",138,"detectable",707,"S",6.89
"18796",138,"strangeness",994,"S",7.98
"18797",138,"enjoyment",457,"S",7.93
"18798",138,"buyer",514,"S",8.39
"18799",138,"wrongly",624,"L",8.17
"18800",138,"kicking",592,"L",6.92
"18801",138,"boldness",606,"S",5.94
"18802",138,"tossing",599,"S",6.01
"18803",138,"blindness",532,"L",6.93
"18804",138,"angelic",635,"S",6.34
"18805",138,"excitement",607,"L",7.56
"18806",138,"guarding",764,"L",7.62
"18807",138,"densely",588,"S",6.48
"18808",138,"laughing",460,"L",8.34
"18809",138,"feeder",638,"L",7.94
"18810",138,"toaster",617,"S",5.83
"18811",138,"bootless",737,"L",6.85
"18812",138,"awareness",565,"S",7.78
"18813",138,"cooling",584,"L",7.27
"18814",138,"locker",445,"L",7.41
"18815",138,"shameful",557,"L",6.9
"18816",138,"sailor",455,"L",6.61
"18817",138,"allowance",440,"S",8.52
"18818",138,"swimmer",692,"L",7.04
"18819",138,"noticeable",688,"S",8.14
"18820",138,"peaking",763,"S",6.3
"18821",138,"striker",479,"L",8.14
"18822",138,"jailer",514,"S",6.52
"18823",138,"pusher",386,"L",7.83
"18824",138,"professor",474,"L",8.18
"18825",138,"cleaner",521,"L",7.96
"18826",138,"knocker",592,"L",7.01
"18827",138,"faithful",576,"L",7.19
"18828",138,"renter",785,"L",7.43
"18829",138,"tutoring",596,"S",6.212606096
"18830",138,"puncher",455,"L",5.78
"18831",138,"amusement",594,"S",6.75
"18832",138,"deafness",593,"L",5.67
"18833",138,"bearded",582,"S",6.36
"18834",138,"creamy",544,"L",6.67
"18835",138,"effortless",704,"S",7.81
"18836",138,"dullness",879,"S",6.56
"18837",138,"collector",678,"L",8.08
"18838",138,"avoidable",725,"S",7.68
"18839",139,"mossy",569,"S",5
"18840",139,"shameful",548,"L",6.9
"18841",139,"dullness",465,"S",6.56
"18842",139,"swimmer",792,"L",7.04
"18843",139,"densely",725,"S",6.48
"18844",139,"planner",545,"S",8.61
"18845",139,"professor",520,"L",8.18
"18846",139,"parking",483,"L",7.57
"18847",139,"guileless",505,"L",4.11
"18848",139,"collector",444,"L",8.08
"18849",139,"bossy",429,"S",6.31
"18850",139,"pusher",651,"L",7.83
"18851",139,"guarding",574,"L",7.62
"18852",139,"wrongly",653,"L",8.17
"18853",139,"amusement",546,"S",6.75
"18854",139,"peaking",685,"S",6.3
"18855",139,"thruster",671,"S",6.37
"18856",139,"laughing",542,"L",8.34
"18857",139,"renter",745,"L",7.43
"18858",139,"hunter",481,"L",7.47
"18859",139,"singer",677,"S",7.69
"18860",139,"grimly",511,"S",6.31
"18861",139,"detectable",651,"S",6.89
"18862",139,"teacher",550,"S",8.64
"18863",139,"heater",508,"L",7.97
"18864",139,"bootless",490,"L",6.85
"18865",139,"campaigner",471,"S",7.6
"18866",139,"shapely",2092,"L",7.55
"18867",139,"creamy",700,"L",6.67
"18868",139,"blindness",594,"L",6.93
"18869",139,"tutoring",564,"S",6.212606096
"18870",139,"boldness",530,"S",5.94
"18871",139,"buyer",553,"S",8.39
"18872",139,"stylish",589,"L",7.66
"18873",139,"guilty",595,"S",7.36
"18874",139,"verbal",526,"L",6.05
"18875",139,"painter",995,"L",8.21
"18876",139,"enjoyment",613,"S",7.93
"18877",139,"sailor",538,"L",6.61
"18878",139,"dreamer",577,"L",7.75
"18879",139,"neatly",545,"S",6.83
"18880",139,"striker",568,"L",8.14
"18881",139,"dancer",447,"L",7.6
"18882",139,"composer",570,"L",7.08
"18883",139,"effortless",508,"S",7.81
"18884",139,"dietary",1977,"S",7.07
"18885",139,"feeder",464,"L",7.94
"18886",139,"destroyer",589,"S",7.55
"18887",139,"dryness",494,"L",7.77
"18888",139,"hugely",520,"S",7.56
"18889",139,"puncher",471,"L",5.78
"18890",139,"design",477,"S",8.1
"18891",139,"noticeable",727,"S",8.14
"18892",139,"locally",830,"S",8.41
"18893",139,"jumping",519,"L",7.24
"18894",139,"quietly",470,"L",7.9
"18895",139,"madness",515,"L",7.17
"18896",139,"chilly",422,"S",6.19
"18897",139,"lender",499,"S",6.22
"18898",139,"angelic",706,"S",6.34
"18899",139,"tossing",664,"S",6.01
"18900",139,"insistent",781,"S",7.4
"18901",139,"magical",526,"S",6.92
"18902",139,"risky",416,"S",7.51
"18903",139,"editor",503,"L",7.17
"18904",139,"weedy",602,"L",6.59
"18905",139,"avoidable",994,"S",7.68
"18906",139,"seeker",646,"S",7.68
"18907",139,"costly",1836,"S",8.35
"18908",139,"harmless",679,"S",7
"18909",139,"excitement",550,"L",7.56
"18910",139,"doubtful",415,"L",8.33
"18911",139,"locker",551,"L",7.41
"18912",139,"raider",815,"S",6.22
"18913",139,"toaster",611,"S",5.83
"18914",139,"dampish",837,"L",6.43
"18915",139,"cloudless",772,"L",7.07
"18916",139,"flexible",461,"L",6.5
"18917",139,"cleaner",548,"L",7.96
"18918",139,"amazement",499,"S",6.78
"18919",139,"listener",643,"S",8.03
"18920",139,"mildness",465,"S",6.52
"18921",139,"speller",571,"L",6.66
"18922",139,"barker",681,"L",5.96
"18923",139,"boneless",701,"L",7.31
"18924",139,"awareness",539,"S",7.78
"18925",139,"richness",589,"S",7.96
"18926",139,"faithful",478,"L",7.19
"18927",139,"bearded",540,"S",6.36
"18928",139,"widowed",617,"S",6.21
"18929",139,"cooling",995,"L",7.27
"18930",139,"strangeness",507,"S",7.98
"18931",139,"attacker",487,"S",8.13
"18932",139,"allowance",946,"S",8.52
"18933",139,"deafness",901,"L",5.67
"18934",139,"knocker",635,"L",7.01
"18935",139,"jailer",615,"S",6.52
"18936",139,"conductor",530,"L",6.99
"18937",139,"bomber",571,"L",7.1
"18938",139,"kicking",416,"L",6.92
"18939",140,"doubtful",994,"L",8.33
"18940",140,"attacker",989,"S",8.13
"18941",140,"teacher",990,"S",8.64
"18942",140,"design",992,"S",8.1
"18943",140,"speller",996,"L",6.66
"18944",140,"wrongly",995,"L",8.17
"18945",140,"locker",996,"L",7.41
"18946",140,"planner",994,"S",8.61
"18947",140,"kicking",989,"L",6.92
"18948",140,"dietary",996,"S",7.07
"18949",140,"peaking",988,"S",6.3
"18950",140,"cooling",991,"L",7.27
"18951",140,"magical",991,"S",6.92
"18952",140,"cleaner",994,"L",7.96
"18953",140,"guilty",995,"S",7.36
"18954",140,"bossy",995,"S",6.31
"18955",140,"madness",992,"L",7.17
"18956",140,"effortless",995,"S",7.81
"18957",140,"neatly",994,"S",6.83
"18958",140,"weedy",987,"L",6.59
"18959",140,"dreamer",995,"L",7.75
"18960",140,"striker",992,"L",8.14
"18961",140,"faithful",986,"L",7.19
"18962",140,"enjoyment",989,"S",7.93
"18963",140,"awareness",996,"S",7.78
"18964",140,"quietly",990,"L",7.9
"18965",140,"editor",987,"L",7.17
"18966",140,"toaster",994,"S",5.83
"18967",140,"hunter",989,"L",7.47
"18968",140,"grimly",994,"S",6.31
"18969",140,"shapely",988,"L",7.55
"18970",140,"costly",995,"S",8.35
"18971",140,"mildness",992,"S",6.52
"18972",140,"barker",995,"L",5.96
"18973",140,"jumping",994,"L",7.24
"18974",140,"lender",994,"S",6.22
"18975",140,"collector",991,"L",8.08
"18976",140,"insistent",995,"S",7.4
"18977",140,"boldness",994,"S",5.94
"18978",140,"jailer",991,"S",6.52
"18979",140,"swimmer",994,"L",7.04
"18980",140,"feeder",989,"L",7.94
"18981",140,"dancer",990,"L",7.6
"18982",140,"verbal",996,"L",6.05
"18983",140,"bomber",994,"L",7.1
"18984",140,"detectable",993,"S",6.89
"18985",140,"widowed",992,"S",6.21
"18986",140,"densely",990,"S",6.48
"18987",140,"destroyer",996,"S",7.55
"18988",140,"risky",992,"S",7.51
"18989",140,"renter",993,"L",7.43
"18990",140,"chilly",994,"S",6.19
"18991",140,"strangeness",993,"S",7.98
"18992",140,"noticeable",995,"S",8.14
"18993",140,"blindness",991,"L",6.93
"18994",140,"avoidable",995,"S",7.68
"18995",140,"bearded",991,"S",6.36
"18996",140,"campaigner",990,"S",7.6
"18997",140,"singer",994,"S",7.69
"18998",140,"sailor",993,"L",6.61
"18999",140,"dullness",995,"S",6.56
"19000",140,"stylish",991,"L",7.66
"19001",140,"thruster",994,"S",6.37
"19002",140,"deafness",992,"L",5.67
"19003",140,"tossing",993,"S",6.01
"19004",140,"excitement",994,"L",7.56
"19005",140,"professor",992,"L",8.18
"19006",140,"allowance",993,"S",8.52
"19007",140,"creamy",990,"L",6.67
"19008",140,"buyer",994,"S",8.39
"19009",140,"hugely",997,"S",7.56
"19010",140,"guileless",993,"L",4.11
"19011",140,"shameful",997,"L",6.9
"19012",140,"mossy",991,"S",5
"19013",140,"conductor",991,"L",6.99
"19014",140,"cloudless",992,"L",7.07
"19015",140,"pusher",995,"L",7.83
"19016",140,"raider",993,"S",6.22
"19017",140,"knocker",995,"L",7.01
"19018",140,"richness",992,"S",7.96
"19019",140,"locally",993,"S",8.41
"19020",140,"angelic",996,"S",6.34
"19021",140,"guarding",992,"L",7.62
"19022",140,"tutoring",994,"S",6.212606096
"19023",140,"puncher",989,"L",5.78
"19024",140,"boneless",994,"L",7.31
"19025",140,"dampish",990,"L",6.43
"19026",140,"bootless",994,"L",6.85
"19027",140,"amazement",989,"S",6.78
"19028",140,"composer",994,"L",7.08
"19029",140,"heater",990,"L",7.97
"19030",140,"harmless",994,"S",7
"19031",140,"flexible",993,"L",6.5
"19032",140,"seeker",994,"S",7.68
"19033",140,"parking",993,"L",7.57
"19034",140,"painter",995,"L",8.21
"19035",140,"listener",996,"S",8.03
"19036",140,"dryness",993,"L",7.77
"19037",140,"amusement",995,"S",6.75
"19038",140,"laughing",993,"L",8.34
"19039",141,"locally",630,"S",8.41
"19040",141,"dietary",776,"S",7.07
"19041",141,"shameful",601,"L",6.9
"19042",141,"puncher",812,"L",5.78
"19043",141,"mildness",954,"S",6.52
"19044",141,"tossing",989,"S",6.01
"19045",141,"flexible",614,"L",6.5
"19046",141,"barker",671,"L",5.96
"19047",141,"painter",594,"L",8.21
"19048",141,"deafness",993,"L",5.67
"19049",141,"detectable",859,"S",6.89
"19050",141,"boneless",733,"L",7.31
"19051",141,"wrongly",855,"L",8.17
"19052",141,"enjoyment",871,"S",7.93
"19053",141,"risky",879,"S",7.51
"19054",141,"parking",919,"L",7.57
"19055",141,"kicking",692,"L",6.92
"19056",141,"dampish",991,"L",6.43
"19057",141,"stylish",878,"L",7.66
"19058",141,"hugely",988,"S",7.56
"19059",141,"raider",991,"S",6.22
"19060",141,"planner",847,"S",8.61
"19061",141,"richness",996,"S",7.96
"19062",141,"widowed",996,"S",6.21
"19063",141,"destroyer",843,"S",7.55
"19064",141,"bootless",757,"L",6.85
"19065",141,"strangeness",842,"S",7.98
"19066",141,"bossy",750,"S",6.31
"19067",141,"listener",539,"S",8.03
"19068",141,"doubtful",596,"L",8.33
"19069",141,"attacker",938,"S",8.13
"19070",141,"professor",873,"L",8.18
"19071",141,"guileless",994,"L",4.11
"19072",141,"teacher",761,"S",8.64
"19073",141,"singer",779,"S",7.69
"19074",141,"densely",884,"S",6.48
"19075",141,"quietly",598,"L",7.9
"19076",141,"harmless",920,"S",7
"19077",141,"laughing",990,"L",8.34
"19078",141,"buyer",572,"S",8.39
"19079",141,"feeder",911,"L",7.94
"19080",141,"peaking",535,"S",6.3
"19081",141,"angelic",847,"S",6.34
"19082",141,"blindness",762,"L",6.93
"19083",141,"chilly",799,"S",6.19
"19084",141,"faithful",553,"L",7.19
"19085",141,"costly",834,"S",8.35
"19086",141,"conductor",829,"L",6.99
"19087",141,"swimmer",993,"L",7.04
"19088",141,"allowance",991,"S",8.52
"19089",141,"dreamer",992,"L",7.75
"19090",141,"sailor",821,"L",6.61
"19091",141,"dancer",489,"L",7.6
"19092",141,"knocker",540,"L",7.01
"19093",141,"cooling",993,"L",7.27
"19094",141,"jailer",848,"S",6.52
"19095",141,"tutoring",992,"S",6.212606096
"19096",141,"grimly",995,"S",6.31
"19097",141,"bomber",869,"L",7.1
"19098",141,"boldness",765,"S",5.94
"19099",141,"effortless",800,"S",7.81
"19100",141,"renter",789,"L",7.43
"19101",141,"avoidable",608,"S",7.68
"19102",141,"madness",617,"L",7.17
"19103",141,"bearded",635,"S",6.36
"19104",141,"pusher",460,"L",7.83
"19105",141,"guarding",858,"L",7.62
"19106",141,"excitement",577,"L",7.56
"19107",141,"lender",519,"S",6.22
"19108",141,"toaster",843,"S",5.83
"19109",141,"mossy",492,"S",5
"19110",141,"weedy",855,"L",6.59
"19111",141,"hunter",989,"L",7.47
"19112",141,"insistent",827,"S",7.4
"19113",141,"verbal",594,"L",6.05
"19114",141,"seeker",830,"S",7.68
"19115",141,"creamy",990,"L",6.67
"19116",141,"editor",867,"L",7.17
"19117",141,"locker",444,"L",7.41
"19118",141,"dryness",769,"L",7.77
"19119",141,"campaigner",992,"S",7.6
"19120",141,"cloudless",700,"L",7.07
"19121",141,"amazement",846,"S",6.78
"19122",141,"striker",756,"L",8.14
"19123",141,"collector",695,"L",8.08
"19124",141,"neatly",927,"S",6.83
"19125",141,"noticeable",756,"S",8.14
"19126",141,"guilty",548,"S",7.36
"19127",141,"amusement",796,"S",6.75
"19128",141,"dullness",419,"S",6.56
"19129",141,"jumping",590,"L",7.24
"19130",141,"thruster",988,"S",6.37
"19131",141,"shapely",559,"L",7.55
"19132",141,"design",566,"S",8.1
"19133",141,"heater",433,"L",7.97
"19134",141,"composer",773,"L",7.08
"19135",141,"magical",699,"S",6.92
"19136",141,"cleaner",728,"L",7.96
"19137",141,"awareness",894,"S",7.78
"19138",141,"speller",974,"L",6.66
"19139",142,"planner",987,"S",8.61
"19140",142,"puncher",563,"L",5.78
"19141",142,"madness",579,"L",7.17
"19142",142,"amazement",434,"S",6.78
"19143",142,"stylish",471,"L",7.66
"19144",142,"densely",469,"S",6.48
"19145",142,"renter",992,"L",7.43
"19146",142,"dampish",722,"L",6.43
"19147",142,"toaster",710,"S",5.83
"19148",142,"insistent",568,"S",7.4
"19149",142,"enjoyment",532,"S",7.93
"19150",142,"professor",524,"L",8.18
"19151",142,"creamy",465,"L",6.67
"19152",142,"guilty",671,"S",7.36
"19153",142,"lender",548,"S",6.22
"19154",142,"cleaner",607,"L",7.96
"19155",142,"listener",489,"S",8.03
"19156",142,"wrongly",853,"L",8.17
"19157",142,"avoidable",706,"S",7.68
"19158",142,"widowed",614,"S",6.21
"19159",142,"painter",587,"L",8.21
"19160",142,"costly",680,"S",8.35
"19161",142,"dreamer",617,"L",7.75
"19162",142,"verbal",634,"L",6.05
"19163",142,"locally",588,"S",8.41
"19164",142,"peaking",743,"S",6.3
"19165",142,"awareness",528,"S",7.78
"19166",142,"risky",616,"S",7.51
"19167",142,"mossy",706,"S",5
"19168",142,"chilly",540,"S",6.19
"19169",142,"tossing",645,"S",6.01
"19170",142,"striker",566,"L",8.14
"19171",142,"effortless",566,"S",7.81
"19172",142,"laughing",465,"L",8.34
"19173",142,"neatly",683,"S",6.83
"19174",142,"buyer",638,"S",8.39
"19175",142,"dryness",657,"L",7.77
"19176",142,"dancer",521,"L",7.6
"19177",142,"bearded",775,"S",6.36
"19178",142,"editor",573,"L",7.17
"19179",142,"raider",497,"S",6.22
"19180",142,"strangeness",595,"S",7.98
"19181",142,"grimly",928,"S",6.31
"19182",142,"boldness",602,"S",5.94
"19183",142,"shameful",969,"L",6.9
"19184",142,"quietly",599,"L",7.9
"19185",142,"dullness",989,"S",6.56
"19186",142,"allowance",612,"S",8.52
"19187",142,"speller",482,"L",6.66
"19188",142,"weedy",612,"L",6.59
"19189",142,"doubtful",602,"L",8.33
"19190",142,"sailor",422,"L",6.61
"19191",142,"faithful",463,"L",7.19
"19192",142,"hugely",573,"S",7.56
"19193",142,"hunter",624,"L",7.47
"19194",142,"shapely",523,"L",7.55
"19195",142,"flexible",553,"L",6.5
"19196",142,"richness",418,"S",7.96
"19197",142,"excitement",466,"L",7.56
"19198",142,"pusher",540,"L",7.83
"19199",142,"noticeable",968,"S",8.14
"19200",142,"amusement",590,"S",6.75
"19201",142,"guarding",701,"L",7.62
"19202",142,"magical",569,"S",6.92
"19203",142,"jumping",575,"L",7.24
"19204",142,"swimmer",579,"L",7.04
"19205",142,"mildness",585,"S",6.52
"19206",142,"composer",514,"L",7.08
"19207",142,"boneless",647,"L",7.31
"19208",142,"bomber",588,"L",7.1
"19209",142,"thruster",607,"S",6.37
"19210",142,"detectable",525,"S",6.89
"19211",142,"deafness",504,"L",5.67
"19212",142,"tutoring",770,"S",6.212606096
"19213",142,"teacher",579,"S",8.64
"19214",142,"jailer",661,"S",6.52
"19215",142,"guileless",613,"L",4.11
"19216",142,"parking",568,"L",7.57
"19217",142,"cloudless",497,"L",7.07
"19218",142,"locker",770,"L",7.41
