Marker,ConditionCode,TimeMS,Size,ChanNum,RT,PrevCondition1,PrevCondition2,SubjID
Mk328,S220,620591,1,0,597,S  2,S208,S232
Mk331,S220,624295,1,0,545,S 43,S202,S232
Mk334,S220,627655,1,0,428,S 37,S207,S232
Mk337,S220,632848,1,0,711,S 22,S208,S232
Mk340,S221,636200,1,0,413,S  3,S206,S232
Mk343,S220,639864,1,0,643,S  5,S208,S232
Mk346,S220,645072,1,0,565,S  4,S204,S232
Mk349,S220,648792,1,0,611,S  8,S208,S232
Mk352,S220,652168,1,0,457,S 11,S202,S232
Mk355,S220,657208,1,0,544,S 41,S202,S232
Mk358,S220,660769,1,0,552,S 42,S202,S232
Mk361,S220,664368,1,0,486,S 30,S202,S232
Mk364,S220,669576,1,0,568,S 24,S201,S232
Mk367,S220,673000,1,0,504,S  4,S202,S232
Mk370,S220,676521,1,0,457,S 18,S201,S232
Mk373,S220,681760,1,0,765,S  7,S204,S232
Mk376,S220,685377,1,0,487,S 30,S207,S232
Mk379,S220,688817,1,0,506,S 39,S208,S232
Mk382,S220,694113,1,0,868,S 22,S207,S232
Mk385,S220,697689,1,0,577,S 36,S208,S232
Mk388,S220,701457,1,0,762,S 11,S201,S232
Mk391,S220,706753,1,0,699,S 44,S208,S232
Mk394,S220,710297,1,0,624,S 29,S207,S232
Mk397,S220,713785,1,0,469,S  7,S202,S232
Mk400,S220,718898,1,0,541,S  3,S203,S232
Mk403,S220,722457,1,0,583,S  5,S207,S232
Mk406,S220,726017,1,0,618,S  6,S208,S232
Mk409,S220,731002,1,0,560,S  5,S202,S232
Mk412,S220,734578,1,0,517,S 20,S208,S232
Mk415,S220,738146,1,0,517,S 37,S201,S232
Mk418,S220,743138,1,0,589,S 25,S208,S232
Mk421,S220,746506,1,0,441,S 39,S201,S232
Mk424,S221,750010,1,0,446,S  3,S202,S232
Mk427,S220,755170,1,0,511,S 49,S202,S232
Mk430,S220,758562,1,0,424,S 47,S207,S232
Mk433,S220,762090,1,0,590,S 14,S203,S232
Mk436,S220,767138,1,0,570,S  1,S201,S232
Mk439,S220,770730,1,0,575,S 32,S208,S232
Mk442,S220,774346,1,0,587,S  3,S205,S232
Mk445,S220,779562,1,0,691,S 15,S204,S232
Mk448,S220,783130,1,0,613,S 12,S205,S232
Mk451,S220,786699,1,0,543,S 37,S202,S232
Mk454,S220,799331,1,0,514,S 50,S201,S232
Mk457,S221,802947,1,0,610,S 38,S208,S232
Mk460,S220,806323,1,0,393,S 12,S201,S232
Mk463,S220,811539,1,0,573,S 45,S208,S232
Mk466,S220,815155,1,0,511,S 31,S208,S232
Mk469,S220,818723,1,0,491,S 35,S207,S232
Mk472,S220,823755,1,0,600,S 50,S202,S232
Mk475,S220,827323,1,0,608,S  6,S207,S232
Mk478,S220,831076,1,0,785,S 40,S201,S232
Mk481,S220,836204,1,0,698,S 21,S205,S232
Mk484,S220,839756,1,0,512,S 15,S207,S232
Mk487,S220,843180,1,0,461,S 20,S202,S232
Mk490,S220,848500,1,0,694,S  4,S205,S232
Mk493,S220,851948,1,0,329,S  7,S207,S232
Mk496,S220,855356,1,0,393,S  6,S205,S232
Mk499,S221,860500,1,0,516,S  6,S206,S232
Mk502,S220,864052,1,0,537,S  8,S204,S232
Mk505,S220,867620,1,0,487,S 36,S207,S232
Mk508,S220,872724,1,0,551,S  4,S208,S232
Mk511,S220,876124,1,0,487,S 21,S203,S232
Mk514,S220,879693,1,0,469,S  9,S201,S232
Mk517,S220,884685,1,0,472,S 40,S207,S232
Mk520,S220,888077,1,0,389,S 10,S201,S232
Mk523,S220,891613,1,0,434,S 22,S202,S232
Mk526,S221,896661,1,0,563,S  5,S201,S232
Mk529,S220,900445,1,0,677,S 14,S207,S232
Mk532,S220,903917,1,0,398,S 33,S207,S232
Mk535,S220,909174,1,0,709,S 13,S205,S232
Mk538,S220,912509,1,0,311,S 28,S207,S232
Mk541,S220,915789,1,0,357,S  3,S207,S232
Mk544,S220,920878,1,0,555,S 22,S203,S232
Mk547,S221,924685,1,0,719,S 31,S202,S232
Mk550,S220,928181,1,0,416,S 27,S202,S232
Mk553,S220,933190,1,0,526,S 10,S208,S232
Mk556,S220,936758,1,0,474,S 44,S207,S232
Mk559,S220,940158,1,0,434,S  8,S202,S232
Mk562,S220,945238,1,0,451,S 42,S207,S232
Mk565,S220,948734,1,0,472,S 49,S208,S232
Mk568,S220,952182,1,0,495,S 13,S203,S232
Mk571,S220,957166,1,0,536,S 45,S207,S232
Mk574,S220,960622,1,0,538,S 21,S204,S232
Mk577,S220,964142,1,0,488,S  7,S203,S232
Mk580,S221,969270,1,0,489,S 23,S207,S232
Mk583,S221,973062,1,0,661,S  7,S205,S232
Mk586,S220,976550,1,0,561,S 26,S207,S232
Mk589,S220,981671,1,0,556,S  5,S204,S232
Mk592,S221,985183,1,0,466,S 24,S206,S232
Mk595,S221,988895,1,0,559,S  9,S205,S232
Mk598,S220,994055,1,0,599,S 13,S208,S232
Mk601,S220,997751,1,0,598,S 15,S201,S232
Mk604,S220,1001167,1,0,478,S 20,S201,S232
Mk607,S220,1006279,1,0,572,S  1,S204,S232
Mk610,S221,1009903,1,0,644,S 16,S206,S232
Mk613,S220,1013559,1,0,677,S 21,S206,S232
Mk616,S220,1018559,1,0,478,S 37,S208,S232
Mk619,S220,1022080,1,0,553,S 23,S208,S232
Mk622,S220,1025639,1,0,635,S 18,S206,S232
Mk625,S220,1030784,1,0,517,S 19,S204,S232
Mk628,S220,1034184,1,0,389,S  1,S202,S232
Mk631,S221,1037776,1,0,490,S 20,S203,S232
Mk634,S220,1042809,1,0,454,S 31,S207,S232
Mk637,S220,1046424,1,0,542,S  9,S203,S232
Mk640,S220,1050136,1,0,599,S 10,S203,S232
Mk643,S220,1055160,1,0,588,S 39,S202,S232
Mk646,S220,1058680,1,0,547,S  8,S201,S232
Mk649,S220,1062345,1,0,605,S  2,S203,S232
Mk652,S221,1067336,1,0,560,S 18,S203,S232
Mk655,S220,1070880,1,0,464,S 38,S202,S232
Mk658,S220,1074449,1,0,586,S 14,S204,S232
Mk661,S220,1079697,1,0,606,S 14,S206,S232
Mk664,S221,1083457,1,0,679,S  6,S201,S232
Mk667,S220,1087033,1,0,467,S 16,S201,S232
Mk670,S220,1092025,1,0,522,S 27,S208,S232
Mk673,S220,1095610,1,0,566,S 33,S208,S232
Mk676,S220,1099289,1,0,593,S 32,S201,S232
Mk679,S220,1110593,1,0,573,S 30,S208,S232
Mk682,S220,1114081,1,0,554,S  2,S207,S232
Mk685,S221,1117721,1,0,567,S 14,S202,S232
Mk688,S220,1122929,1,0,606,S 16,S205,S232
Mk691,S220,1126553,1,0,546,S 18,S208,S232
Mk694,S220,1130066,1,0,493,S 14,S201,S232
Mk697,S220,1135210,1,0,607,S 13,S201,S232
Mk700,S220,1138610,1,0,412,S 23,S202,S232
Mk703,S221,1142258,1,0,583,S 19,S203,S232
Mk706,S220,1147634,1,0,924,S  9,S204,S232
Mk709,S220,1151026,1,0,369,S 38,S207,S232
Mk712,S220,1154483,1,0,486,S 46,S207,S232
Mk715,S220,1159474,1,0,540,S 22,S201,S232
Mk718,S220,1162947,1,0,513,S  5,S205,S232
Mk721,S220,1166587,1,0,500,S 21,S208,S232
Mk724,S220,1171747,1,0,521,S 41,S201,S232
Mk727,S221,1175194,1,0,535,S 18,S204,S232
Mk730,S220,1178795,1,0,504,S 45,S201,S232
Mk733,S220,1183907,1,0,506,S  2,S205,S232
Mk736,S220,1187259,1,0,424,S 43,S207,S232
Mk739,S220,1190739,1,0,504,S 35,S208,S232
Mk742,S220,1196019,1,0,811,S 23,S206,S232
Mk745,S220,1199699,1,0,536,S  1,S205,S232
Mk748,S221,1203147,1,0,443,S  8,S205,S232
Mk751,S220,1208115,1,0,524,S 13,S202,S232
Mk754,S220,1211467,1,0,383,S 42,S201,S232
Mk757,S220,1214827,1,0,396,S 47,S202,S232
Mk760,S220,1219916,1,0,554,S 47,S208,S232
Mk763,S221,1223412,1,0,465,S 17,S206,S232
Mk766,S220,1227027,1,0,599,S  8,S203,S232
Mk769,S220,1232044,1,0,568,S 25,S207,S232
Mk772,S220,1235604,1,0,447,S 18,S202,S232
Mk775,S220,1239156,1,0,483,S 45,S202,S232
Mk778,S220,1244212,1,0,458,S 17,S201,S232
Mk781,S221,1247972,1,0,683,S  8,S206,S232
Mk784,S221,1251420,1,0,417,S 21,S202,S232
Mk787,S220,1256372,1,0,441,S 26,S202,S232
Mk790,S220,1259924,1,0,491,S 27,S201,S232
Mk793,S220,1263524,1,0,633,S 13,S204,S232
Mk796,S221,1268733,1,0,612,S 48,S202,S232
Mk799,S220,1272228,1,0,453,S 48,S207,S232
Mk802,S220,1275789,1,0,579,S 38,S201,S232
Mk805,S220,1280749,1,0,531,S 23,S204,S232
Mk808,S221,1284173,1,0,462,S 19,S206,S232
Mk811,S220,1287637,1,0,504,S 13,S206,S232
Mk814,S220,1292869,1,0,602,S 25,S204,S232
Mk817,S220,1296397,1,0,593,S  4,S207,S232
Mk820,S221,1300061,1,0,636,S 31,S201,S232
Mk823,S220,1305021,1,0,486,S 36,S201,S232
Mk826,S220,1308597,1,0,602,S 17,S208,S232
Mk829,S220,1312165,1,0,451,S  2,S201,S232
Mk832,S220,1317333,1,0,521,S 24,S207,S232
Mk835,S220,1320845,1,0,535,S 41,S208,S232
Mk838,S220,1324654,1,0,775,S  9,S202,S232
Mk841,S220,1329822,1,0,588,S 16,S203,S232
Mk844,S220,1333286,1,0,492,S 12,S207,S232
Mk847,S220,1336838,1,0,588,S  7,S206,S232
Mk850,S220,1341910,1,0,466,S 46,S201,S232
Mk853,S220,1345462,1,0,489,S 25,S206,S232
Mk856,S220,1349190,1,0,712,S 29,S208,S232
Mk859,S220,1354206,1,0,572,S 49,S201,S232
Mk862,S220,1357806,1,0,479,S 20,S207,S232
Mk865,S220,1361510,1,0,579,S  2,S204,S232
Mk868,S220,1366574,1,0,569,S  5,S203,S232
Mk871,S220,1370135,1,0,554,S 32,S202,S232
Mk874,S220,1373559,1,0,498,S  2,S206,S232
Mk877,S220,1378687,1,0,488,S 26,S208,S232
Mk880,S220,1382295,1,0,532,S 40,S208,S232
Mk883,S220,1385823,1,0,560,S 19,S208,S232
Mk886,S220,1390887,1,0,561,S 28,S208,S232
Mk889,S220,1394599,1,0,566,S  5,S206,S232
Mk892,S221,1398216,1,0,548,S 20,S205,S232
Mk895,S220,1403192,1,0,440,S 41,S207,S232
Mk898,S220,1406631,1,0,475,S 17,S203,S232
Mk901,S220,1410471,1,0,767,S  1,S207,S232
Mk4,S220,183712,1,0,1031,S 24,S202,S233
Mk7,S221,187288,1,0,466,S 32,S208,S233
Mk10,S220,191336,1,0,1019,S 17,S205,S233
Mk13,S221,196592,1,0,682,S 28,S202,S233
Mk16,S221,200137,1,0,512,S  2,S205,S233
Mk19,S220,203657,1,0,597,S 45,S207,S233
Mk22,S220,208705,1,0,639,S 41,S201,S233
Mk25,S220,212193,1,0,569,S 25,S202,S233
Mk28,S220,215857,1,0,612,S 47,S208,S233
Mk31,S220,220905,1,0,543,S 44,S201,S233
Mk34,S220,224625,1,0,769,S 10,S204,S233
Mk37,S220,228305,1,0,536,S 40,S207,S233
Mk40,S220,233393,1,0,536,S 20,S202,S233
Mk43,S220,237457,1,0,936,S 25,S203,S233
Mk46,S221,240873,1,0,355,S  1,S204,S233
Mk49,S220,246065,1,0,711,S 13,S201,S233
Mk52,S220,249682,1,0,680,S 19,S202,S233
Mk55,S220,253082,1,0,506,S 14,S205,S233
Mk58,S220,258194,1,0,594,S  7,S202,S233
Mk61,S220,261810,1,0,559,S  1,S205,S233
Mk64,S220,265202,1,0,398,S 42,S207,S233
Mk67,S220,270651,1,0,923,S  7,S203,S233
Mk70,S220,274490,1,0,749,S 19,S203,S233
Mk73,S220,278106,1,0,731,S 27,S207,S233
Mk76,S220,283194,1,0,673,S 22,S207,S233
Mk79,S220,286834,1,0,675,S 32,S201,S233
Mk82,S220,290611,1,0,700,S 39,S201,S233
Mk85,S220,295883,1,0,671,S 37,S207,S233
Mk88,S220,299643,1,0,814,S 10,S206,S233
Mk91,S220,303474,1,0,824,S 20,S201,S233
Mk94,S220,308684,1,0,676,S 12,S206,S233
Mk97,S220,312347,1,0,655,S 16,S207,S233
Mk100,S220,316067,1,0,629,S 30,S207,S233
Mk103,S220,321035,1,0,533,S 38,S207,S233
Mk106,S220,324627,1,0,634,S  6,S201,S233
Mk109,S220,328379,1,0,650,S 22,S202,S233
Mk112,S220,333499,1,0,669,S 18,S206,S233
Mk115,S220,337587,1,0,998,S 19,S204,S233
Mk118,S220,341027,1,0,448,S 10,S207,S233
Mk121,S221,346035,1,0,612,S 15,S204,S233
Mk124,S220,349684,1,0,699,S 21,S207,S233
Mk127,S220,353700,1,0,929,S 16,S205,S233
Mk130,S221,358916,1,0,633,S 24,S204,S233
Mk133,S220,362644,1,0,665,S  5,S202,S233
Mk136,S220,366532,1,0,830,S  1,S203,S233
Mk139,S220,371436,1,0,475,S 13,S207,S233
Mk142,S220,374756,1,0,422,S 40,S202,S233
Mk145,S220,378492,1,0,600,S  2,S208,S233
Mk148,S221,383564,1,0,454,S 25,S206,S233
Mk151,S220,387220,1,0,693,S 13,S208,S233
Mk154,S220,390804,1,0,504,S 28,S208,S233
Mk157,S220,395820,1,0,403,S  2,S207,S233
Mk160,S221,399676,1,0,795,S 35,S202,S233
Mk163,S220,403437,1,0,684,S 10,S201,S233
Mk166,S220,408757,1,0,757,S  2,S204,S233
Mk169,S220,412445,1,0,716,S 29,S202,S233
Mk172,S220,416101,1,0,543,S 36,S201,S233
Mk175,S221,421117,1,0,574,S 43,S201,S233
Mk178,S221,424654,1,0,483,S  8,S204,S233
Mk181,S221,428205,1,0,502,S  4,S204,S233
Mk184,S220,433597,1,0,778,S 23,S206,S233
Mk187,S220,437486,1,0,795,S 33,S201,S233
Mk190,S220,441654,1,0,1121,S 38,S208,S233
Mk193,S220,446821,1,0,699,S 10,S205,S233
Mk196,S220,450382,1,0,475,S 32,S207,S233
Mk199,S220,454390,1,0,1103,S 37,S208,S233
Mk202,S220,459814,1,0,951,S 41,S207,S233
Mk205,S220,463574,1,0,807,S  9,S202,S233
Mk208,S220,467406,1,0,740,S 34,S202,S233
Mk211,S220,472862,1,0,1015,S  6,S203,S233
Mk214,S220,476310,1,0,543,S 37,S202,S233
Mk217,S221,480142,1,0,723,S 47,S201,S233
Mk220,S220,485110,1,0,511,S 49,S207,S233
Mk223,S221,488631,1,0,560,S 18,S208,S233
Mk226,S220,492446,1,0,801,S  5,S206,S233
Mk229,S220,504895,1,0,628,S 10,S202,S233
Mk232,S220,508607,1,0,656,S 16,S206,S233
Mk235,S220,512191,1,0,642,S  6,S207,S233
Mk238,S220,517263,1,0,611,S 19,S205,S233
Mk241,S220,520823,1,0,601,S  2,S201,S233
Mk244,S220,524455,1,0,527,S 49,S208,S233
Mk247,S221,529375,1,0,518,S 25,S201,S233
Mk250,S221,532767,1,0,502,S 14,S204,S233
Mk253,S220,536288,1,0,428,S 42,S208,S233
Mk256,S220,541303,1,0,604,S 44,S207,S233
Mk259,S220,545151,1,0,952,S 11,S201,S233
Mk262,S220,548711,1,0,515,S  5,S205,S233
Mk265,S220,553871,1,0,533,S 22,S201,S233
Mk268,S220,557416,1,0,600,S 11,S202,S233
Mk271,S221,560968,1,0,609,S 12,S207,S233
Mk274,S220,566008,1,0,598,S 10,S203,S233
Mk277,S221,569464,1,0,566,S 19,S208,S233
Mk280,S220,572912,1,0,537,S 13,S202,S233
Mk283,S220,577976,1,0,616,S  1,S207,S233
Mk286,S220,581728,1,0,640,S  8,S205,S233
Mk289,S220,585408,1,0,775,S 26,S207,S233
Mk292,S221,590617,1,0,686,S 31,S201,S233
Mk295,S220,594449,1,0,870,S  9,S206,S233
Mk298,S220,598353,1,0,846,S 45,S208,S233
Mk301,S220,603881,1,0,899,S 36,S207,S233
Mk304,S220,607497,1,0,638,S 36,S202,S233
Mk307,S221,611834,1,0,1221,S 48,S208,S233
Mk310,S220,617193,1,0,833,S  2,S206,S233
Mk313,S220,621065,1,0,764,S 26,S208,S233
Mk316,S220,624690,1,0,576,S 16,S204,S233
Mk319,S220,629737,1,0,654,S  7,S205,S233
Mk322,S220,633321,1,0,680,S 11,S206,S233
Mk325,S220,637081,1,0,718,S  4,S205,S233
Mk328,S220,642233,1,0,546,S 21,S203,S233
Mk331,S220,645705,1,0,425,S 14,S207,S233
Mk334,S220,649290,1,0,457,S 15,S202,S233
Mk337,S220,654458,1,0,566,S  8,S207,S233
Mk340,S220,658098,1,0,566,S 38,S201,S233
Mk343,S220,661722,1,0,729,S 33,S208,S233
Mk346,S220,666778,1,0,503,S 46,S202,S233
Mk349,S220,670322,1,0,620,S 39,S202,S233
Mk352,S220,674091,1,0,817,S 47,S207,S233
Mk355,S220,679082,1,0,583,S  4,S201,S233
Mk358,S220,682578,1,0,500,S 41,S202,S233
Mk361,S220,686506,1,0,935,S 21,S208,S233
Mk364,S220,691850,1,0,644,S 16,S202,S233
Mk367,S220,695434,1,0,585,S 34,S201,S233
Mk370,S220,698955,1,0,517,S 21,S202,S233
Mk373,S220,704114,1,0,667,S 14,S208,S233
Mk376,S220,707723,1,0,552,S 45,S202,S233
Mk379,S220,711459,1,0,695,S  3,S208,S233
Mk382,S220,716643,1,0,626,S 34,S207,S233
Mk385,S220,720211,1,0,595,S 17,S207,S233
Mk388,S221,724051,1,0,789,S 49,S201,S233
Mk391,S220,729387,1,0,764,S 35,S207,S233
Mk394,S220,732956,1,0,670,S 20,S207,S233
Mk397,S220,736611,1,0,523,S 11,S203,S233
Mk400,S220,741651,1,0,498,S 46,S207,S233
Mk403,S220,745156,1,0,594,S 21,S201,S233
Mk406,S220,748875,1,0,693,S 27,S208,S233
Mk409,S220,754108,1,0,718,S  3,S204,S233
Mk412,S220,757860,1,0,642,S  3,S202,S233
Mk415,S220,761556,1,0,600,S 28,S207,S233
Mk418,S221,766476,1,0,503,S 21,S204,S233
Mk421,S220,770484,1,0,968,S 32,S202,S233
Mk424,S220,774092,1,0,721,S 19,S201,S233
Mk427,S220,779293,1,0,609,S 14,S202,S233
Mk430,S220,783308,1,0,962,S 40,S201,S233
Mk433,S220,787020,1,0,821,S 17,S201,S233
Mk436,S220,792188,1,0,590,S 18,S202,S233
Mk439,S220,796236,1,0,1001,S 35,S201,S233
Mk442,S220,799804,1,0,585,S 18,S201,S233
Mk445,S220,804877,1,0,627,S  8,S206,S233
Mk448,S220,808757,1,0,888,S 20,S204,S233
Mk451,S220,812349,1,0,597,S 43,S202,S233
Mk454,S221,819877,1,0,800,S 22,S205,S233
Mk457,S221,823493,1,0,696,S 46,S208,S233
Mk460,S220,827293,1,0,670,S 26,S202,S233
Mk463,S220,832541,1,0,683,S 13,S203,S233
Mk466,S220,836117,1,0,687,S  8,S201,S233
Mk469,S220,839709,1,0,550,S 36,S208,S233
Mk472,S220,844701,1,0,530,S 24,S205,S233
Mk475,S220,848630,1,0,914,S 31,S208,S233
Mk478,S220,852061,1,0,383,S 38,S202,S233
Mk481,S220,857118,1,0,602,S 29,S207,S233
Mk484,S220,860702,1,0,577,S  7,S204,S233
Mk487,S220,864406,1,0,601,S  5,S208,S233
Mk490,S220,869622,1,0,614,S 35,S208,S233
Mk493,S220,873318,1,0,711,S 23,S203,S233
Mk496,S221,876878,1,0,652,S 17,S203,S233
Mk499,S220,882070,1,0,645,S 22,S208,S233
Mk502,S220,885678,1,0,711,S 50,S201,S233
Mk505,S220,889198,1,0,521,S 17,S206,S233
Mk508,S220,894207,1,0,500,S 19,S207,S233
Mk511,S220,897790,1,0,467,S  2,S203,S233
Mk514,S220,901319,1,0,617,S 18,S207,S233
Mk517,S220,906519,1,0,594,S 23,S204,S233
Mk520,S220,910031,1,0,564,S 13,S206,S233
Mk523,S220,913807,1,0,661,S 12,S203,S233
Mk526,S220,918831,1,0,611,S 50,S208,S233
Mk529,S220,922631,1,0,693,S  8,S208,S233
Mk532,S220,925999,1,0,466,S 12,S202,S233
Mk535,S220,930943,1,0,500,S 23,S205,S233
Mk538,S220,934359,1,0,484,S  3,S206,S233
Mk541,S220,938311,1,0,945,S 15,S208,S233
Mk544,S220,943656,1,0,776,S  4,S206,S233
Mk547,S220,947311,1,0,668,S 18,S205,S233
Mk550,S220,951072,1,0,642,S 18,S203,S233
Mk553,S220,956192,1,0,565,S 17,S204,S233
Mk556,S220,959832,1,0,641,S 43,S208,S233
Mk559,S221,963392,1,0,466,S  5,S201,S233
Mk562,S220,968656,1,0,658,S 44,S202,S233
Mk565,S220,972512,1,0,752,S 10,S208,S233
Mk568,S221,976232,1,0,671,S  1,S206,S233
Mk571,S220,981728,1,0,978,S 41,S208,S233
Mk574,S220,985224,1,0,498,S 25,S208,S233
Mk577,S220,988744,1,0,624,S 20,S206,S233
Mk580,S221,993552,1,0,383,S 24,S207,S233
Mk583,S220,997233,1,0,679,S 48,S207,S233
Mk586,S221,1001025,1,0,830,S  9,S204,S233
Mk589,S220,1006089,1,0,539,S 25,S207,S233
Mk592,S221,1010161,1,0,931,S 13,S204,S233
Mk595,S220,1013993,1,0,808,S 31,S207,S233
Mk598,S221,1019065,1,0,509,S 20,S203,S233
Mk601,S220,1022633,1,0,507,S 31,S202,S233
Mk604,S221,1026377,1,0,693,S 23,S207,S233
Mk607,S220,1031745,1,0,740,S 25,S204,S233
Mk610,S220,1035273,1,0,598,S  4,S208,S233
Mk613,S221,1038817,1,0,646,S 15,S203,S233
Mk616,S221,1044177,1,0,724,S 20,S208,S233
Mk619,S220,1048010,1,0,833,S 44,S208,S233
Mk622,S220,1051906,1,0,964,S  6,S208,S233
Mk625,S220,1057194,1,0,864,S 43,S207,S233
Mk628,S220,1061010,1,0,838,S 33,S207,S233
Mk631,S221,1065258,1,0,1220,S 15,S207,S233
Mk634,S221,1070290,1,0,555,S 19,S206,S233
Mk637,S221,1074467,1,0,1222,S 24,S201,S233
Mk640,S220,1078202,1,0,827,S 34,S208,S233
Mk643,S220,1083267,1,0,597,S  5,S207,S233
Mk646,S220,1086658,1,0,498,S 23,S208,S233
Mk649,S220,1090322,1,0,741,S 11,S204,S233
Mk652,S220,1095955,1,0,1088,S 12,S208,S233
Mk655,S220,1099883,1,0,931,S 27,S202,S233
Mk658,S220,1103468,1,0,605,S  4,S207,S233
Mk661,S220,1108683,1,0,646,S 16,S201,S233
Mk664,S220,1112403,1,0,767,S  1,S202,S233
Mk667,S220,1116411,1,0,956,S  7,S207,S233
Mk670,S220,1121419,1,0,523,S  7,S201,S233
Mk673,S220,1125139,1,0,636,S 14,S206,S233
Mk676,S220,1129219,1,0,997,S 24,S203,S233
Mk679,S220,1136700,1,0,949,S 15,S206,S233
Mk682,S220,1140148,1,0,553,S 23,S202,S233
Mk685,S220,1143884,1,0,664,S 37,S201,S233
Mk688,S220,1148836,1,0,535,S 12,S205,S233
Mk691,S220,1152380,1,0,530,S 12,S204,S233
Mk694,S220,1155916,1,0,567,S 30,S208,S233
Mk697,S220,1160932,1,0,603,S  1,S201,S233
Mk700,S220,1164804,1,0,877,S  8,S203,S233
Mk703,S220,1168700,1,0,968,S  6,S206,S233
Mk706,S220,1173740,1,0,498,S 29,S201,S233
Mk709,S220,1177444,1,0,750,S 20,S205,S233
Mk712,S221,1180940,1,0,463,S 14,S201,S233
Mk715,S220,1186316,1,0,853,S  5,S203,S233
Mk718,S221,1190005,1,0,740,S  6,S204,S233
Mk721,S220,1193748,1,0,829,S 26,S201,S233
Mk724,S220,1199117,1,0,890,S 15,S205,S233
Mk727,S221,1202885,1,0,665,S  9,S207,S233
Mk730,S220,1206629,1,0,684,S 24,S208,S233
Mk733,S220,1211853,1,0,594,S 27,S201,S233
Mk736,S220,1215421,1,0,622,S  5,S204,S233
Mk739,S220,1219141,1,0,724,S 29,S208,S233
Mk742,S220,1224213,1,0,627,S 42,S201,S233
Mk745,S220,1227661,1,0,486,S 30,S202,S233
Mk748,S220,1231349,1,0,638,S  9,S205,S233
Mk751,S220,1236597,1,0,717,S 11,S207,S233
Mk754,S220,1240262,1,0,555,S 33,S202,S233
Mk757,S221,1243902,1,0,545,S  8,S202,S233
Mk760,S220,1249094,1,0,569,S 49,S202,S233
Mk763,S220,1252646,1,0,603,S  4,S202,S233
Mk766,S220,1256358,1,0,711,S  6,S205,S233
Mk769,S220,1261518,1,0,531,S  7,S208,S233
Mk772,S220,1265278,1,0,649,S  3,S207,S233
Mk775,S221,1269158,1,0,873,S 14,S203,S233
Mk778,S220,1274175,1,0,505,S 12,S201,S233
Mk781,S220,1277862,1,0,597,S 11,S208,S233
Mk784,S221,1281406,1,0,652,S 30,S201,S233
Mk787,S220,1286670,1,0,640,S  4,S203,S233
Mk790,S220,1290159,1,0,493,S  6,S202,S233
Mk793,S220,1293711,1,0,547,S 42,S202,S233
Mk796,S220,1298807,1,0,478,S 50,S207,S233
Mk799,S220,1302191,1,0,437,S  3,S205,S233
Mk802,S220,1305727,1,0,535,S 47,S202,S233
Mk805,S220,1310751,1,0,516,S 17,S202,S233
Mk808,S221,1314167,1,0,462,S 16,S203,S233
Mk811,S221,1317768,1,0,569,S 40,S208,S233
Mk814,S220,1322744,1,0,573,S 46,S201,S233
Mk817,S220,1326535,1,0,733,S 22,S203,S233
Mk820,S220,1330327,1,0,722,S 21,S205,S233
Mk823,S220,1335455,1,0,601,S 39,S207,S233
Mk826,S220,1339128,1,0,588,S  9,S208,S233
Mk829,S221,1343308,1,0,1222,S 39,S208,S233
Mk832,S220,1348496,1,0,773,S  3,S203,S233
Mk835,S220,1352136,1,0,700,S  9,S203,S233
Mk838,S220,1356112,1,0,868,S 15,S201,S233
Mk841,S220,1361376,1,0,834,S 25,S205,S233
Mk844,S220,1365184,1,0,689,S 11,S205,S233
Mk847,S220,1368680,1,0,528,S  1,S208,S233
Mk850,S220,1373648,1,0,461,S 23,S201,S233
Mk853,S221,1377304,1,0,593,S  3,S201,S233
Mk856,S220,1380800,1,0,545,S 50,S202,S233
Mk859,S220,1385656,1,0,456,S 18,S204,S233
Mk862,S220,1389576,1,0,808,S 22,S204,S233
Mk865,S220,1393321,1,0,725,S 22,S206,S233
Mk868,S220,1398625,1,0,737,S 16,S208,S233
Mk871,S220,1402553,1,0,972,S 45,S201,S233
Mk874,S220,1406065,1,0,468,S  9,S201,S233
Mk877,S220,1411105,1,0,527,S 28,S201,S233
Mk880,S220,1414946,1,0,893,S  2,S202,S233
Mk883,S220,1418961,1,0,961,S  7,S206,S233
Mk886,S220,1424353,1,0,803,S 13,S205,S233
Mk889,S220,1428177,1,0,784,S 17,S208,S233
Mk892,S220,1432089,1,0,815,S 48,S202,S233
Mk895,S220,1437442,1,0,823,S 48,S201,S233
Mk898,S220,1441146,1,0,647,S 21,S206,S233
Mk901,S220,1444818,1,0,721,S 24,S206,S233
Mk4,S221,154513,1,0,1220,S 13,S202,S234
Mk7,S220,158293,1,0,813,S 20,S207,S234
Mk10,S220,162140,1,0,708,S 22,S201,S234
Mk13,S220,167421,1,0,796,S 39,S208,S234
Mk16,S221,171548,1,0,1220,S 12,S205,S234
Mk19,S221,175780,1,0,1220,S 45,S208,S234
Mk22,S221,181621,1,0,1220,S 27,S208,S234
Mk25,S220,185661,1,0,1027,S 21,S208,S234
Mk28,S221,189493,1,0,726,S  3,S206,S234
Mk31,S220,194749,1,0,714,S 26,S207,S234
Mk34,S221,198980,1,0,1221,S  7,S203,S234
Mk37,S220,202702,1,0,600,S 49,S207,S234
Mk40,S220,208030,1,0,862,S 26,S208,S234
Mk43,S220,211694,1,0,612,S  1,S207,S234
Mk46,S221,215478,1,0,656,S 19,S206,S234
Mk49,S220,220974,1,0,1033,S 39,S207,S234
